id,review,created_at,ratings,upvotes
276,Pizza Hut took the container used to keep the marinara for the breadsticks warm. So now they have to serve cold sauce. There is only ever one waitress leaving customers to suffer. The buffet has been going downhill as well.,"April 17, 2018",2,5
277,"I order Pizza Hut this afternoon. As always 3 pizzas and wings on the side and 4 ranch for dipping. My order arrived an hour and half later which is pretty normal for Pizza Hut. My ranch dippings were missing. As always no ranch once again so I ask the delivery guy, if he has checked the receipt before leaving the store. He might of notice that there was a charge for 4 Ranch dippings and it wasn't there for you to deliver the complete order. He just mumbled and then said ""I just grab the orders and deliver. I don't know"". At that point I was fed up with so many ranch charges for years and never got my money back so, I call the store to complain about it and they put me on hold. ","April 16, 2018",1,9
278,"Attempted to order 2 medium 2 topping pizzas for $5.99 each to be delivered. Included in price per coupon. Cheese not included as topping when just ordering extra cheese so $1 more. Pan crust also not included so $1 extra per pizza. $3.50 delivery charge not given to delivery driver. Not any part per manager. Not sure what this fee covers. Before it was over, our two 5.99 pizzas cost us almost $20 plus a tip. Decided to order local instead. Pizza Hut a chain with poor customer and employee service.","April 7, 2018",1,21
279,I grew up on Pizza Hut pizza and am so sad how their quality has gone downhill in the last year or so. We ordered a stuffed-crust pizza with pepperoni and green peppers from the Claflin Street location tonight and the pepperoni and peppers were over cooked and stiff. Very little sauce and cheese. In fact some slices had no sauce or cheese. Never thought I would some day no longer patronize my local Pizza Hut. P.S. We did not receive a receipt.,"March 25, 2018",1,11
280,"Stopped in Pizza Hut on the way home from work. Ordered two lasagna dinners with garlic bread to go. Twenty min. later guy brings my order up and there is no garlic bread. Another ten min he comes back and says, ""Here ya go"" and there is two little slices of bread in a box. I say, ""Fine"". I gotta go. I get home, open the ""Lasagna"" and it's scroodles (the corkscrew shaped pasta) with sauce and cheese on top. So I called them back and they said, ""That's the meaty marinara that you ordered."" When I explained the difference between lasagna noodles and scroodles they said ""meaty marinara is what we call it."" That's fine and dandy. Just tell me that you have changed the name and ingredients on a common dish before I waste my time and money. I ate mine because I was starving. My wife threw hers in the garbage.","March 23, 2018",1,7
281,"Pizza Hut Longview, Tx - When I ordered I expressed I wanted extra Parmesan, the driver arrived with no Parmesan but run back to truck and found 3, no complaints on driver! The Alfredo sauce was runny and there wasn’t even any lids on pasta to keep warm! Very little chicken as well! By far the worst I ever got!","March 17, 2018",2,2
282,"My stepson tried to order pizza on Friday, March 10 at the Pizza Hut on Harrison Blvd. in So. Ogden. They said it would be an hour wait, and when he told the guy on the other end of the phone he had a coupon, the person on the phone said, ""Oh that coupon is for online only"". So my stepson went to Pizza Hut online and could not find the deal he had on his coupon. So he asked for my help.","March 11, 2018",2,7
283,"Ordered a pizza at 7:09 p.m. It is 8:51 and we still do not have a pizza. I called... Person on the phone was rude and could care less. We usually order from Domino's or Papa John's -- I will NEVER order from Pizza Hut again! I hope these pizzas are amazing when we get them, unfortunately, probably not.","Feb. 22, 2018",1,13
284,DO NOT ORDER PIZZA FROM PIZZA HUT. I ordered a Chicken Bacon Alfredo pizza and bit into a bone. It was sharp and hard!!! I called Pizza Hut immediately and they said they could exchange it for a new one. Uhhhh NO. I will never order from Pizza Hut ever again. Luckily it was me eating it and not one of my children!,"Feb. 17, 2018",1,10
285,I ordered for a medium sized pizza which was very hopeless. I never recommend Pizza Hut to anyone. Never buy here. Even Domino's is much better than this. Pizza was not at all cooked. Sauce was very poor in taste.,"Feb. 3, 2018",1,10
286,"Ordered a medium pizza with double pepperoni, onion, sausage, salami and mushroom on half. When it was delivered, Most of the pizza had no cheese or sauce and very little meat! Called to speak with the manager 5 times before someone finally picked up the phone but the manager was on a break and he never called me back. The person who answered said they would issue a credit for my next delivery since they had no available drivers (as if I'm going to order again). They finally sent another pizza 65 minutes later and they wanted the original pizza back! The second pizza had more meat but the dough was undercooked... My husband called the next day but again the manager never called back. This Pizza Hut needs new management and staff that know how to make a pizza. They seem to have an I don't care attitude. I am done with Pizza Hut.","Jan. 22, 2018",1,9
287,"The pizza was 25 minutes late. The worst pizza I have ever tasted. We try not to order from this place because your lucky if 1 out 5 are even good and still hot when you get it, I think this is it for me. It's just too much risk. What a waste of money.","Jan. 20, 2018",1,8
